Feature	Genes	SGD_name	gene_biotype	meta_logFC	SE	SD	start_position	end_position	strand	length	chromosome_name	Feature_definition	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster	Condition	Cluster_number
SEC4	YFL005W	S000001889	ORF	3.05885504010985	0.0108910202323964	0.0154022285207348	130334	130981	1	648	VI	SECretory	GO:0048193	Golgi vesicle transport	49/123	199/5800	2.90395436980774e-41	2.0647115569333e-38	1.56813535969618e-38	49	7396.02347304343	62	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
SEC4	YFL005W	S000001889	ORF	3.05885504010985	0.0108910202323964	0.0154022285207348	130334	130981	1	648	VI	SECretory	GO:0098876	Vesicle-mediated transport to the plasma membrane	5/123	34/5800	0.00067204004527718	0.00735108418757039	0.00558310191461042	5	7396.02347304343	62	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
SEC4	YFL005W	S000001889	ORF	3.05885504010985	0.0108910202323964	0.0154022285207348	130334	130981	1	648	VI	SECretory	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	7396.02347304343	62	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0007154	Cell communication	20/123	466/5800	0.00171888323252042	0.0146041467298659	0.0110917570100247	20	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0034620	Cellular response to unfolded protein	4/123	24/5800	0.00147323981258429	0.0130934188343429	0.00994436873494395	4	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0048193	Golgi vesicle transport	49/123	199/5800	2.90395436980774e-41	2.0647115569333e-38	1.56813535969618e-38	49	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0006914	Autophagy	18/123	174/5800	1.83001014117973e-08	1.08428100864899e-06	8.23504563530881e-07	18	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0016050	Vesicle organization	16/123	117/5800	2.08699257634756e-09	1.34895611071192e-07	1.0245236283888e-07	16	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0023052	Signaling	19/123	343/5800	9.4237514093775e-05	0.00131378181413086	0.000997808972757618	19	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0016482	Cytosolic transport	12/123	54/5800	7.78385178354966e-10	6.91789827262976e-08	5.25409995389602e-08	12	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0006986	Response to unfolded protein	8/123	35/5800	4.74371132959959e-07	1.34911150213812e-05	1.02464164719351e-05	8	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0034976	Response to endoplasmic reticulum stress	13/123	89/5800	3.33898906804062e-08	1.61167408983908e-06	1.22405627076386e-06	13	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:1905037	Autophagosome organization	6/123	35/5800	7.89566884394624e-05	0.00116954594750954	0.000888262744943952	6	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0061024	Membrane organization	13/123	203/5800	0.000331773324136951	0.00393151389102287	0.00298595991723256	13	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0061919	Process utilizing autophagic mechanism	18/123	182/5800	3.71946275626513e-08	1.65283626231532e-06	1.25531868023948e-06	18	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0030968	Endoplasmic reticulum unfolded protein response	4/123	24/5800	0.00147323981258429	0.0130934188343429	0.00994436873494395	4	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0000045	Autophagosome assembly	6/123	35/5800	7.89566884394624e-05	0.00116954594750954	0.000888262744943952	6	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0006900	Vesicle budding from membrane	8/123	27/5800	5.15837154563147e-08	2.06737094807142e-06	1.57015515043399e-06	8	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0034497	Protein localization to phagophore assembly site	5/123	15/5800	1.00169388366321e-05	0.00018261650032937	0.000138696076199521	5	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT1	YFL038C	S000001856	ORF	3.31045689650816	0.153457942604585	0.217022303685276	55366	55986	-1	621	VI	Yeast Protein Two	GO:0048194	Golgi vesicle budding	8/123	19/5800	2.02470344421939e-09	1.34895611071192e-07	1.0245236283888e-07	8	15953.7156716315	89	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0051273	Beta-glucan metabolic process	5/123	27/5800	0.000219546858664914	0.00273855818439919	0.00207991760840445	5	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0006986	Response to unfolded protein	8/123	35/5800	4.74371132959959e-07	1.34911150213812e-05	1.02464164719351e-05	8	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0006886	Intracellular protein transport	25/123	439/5800	3.72079891991476e-06	7.34857786683165e-05	5.58119837987214e-05	25	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0051274	Beta-glucan biosynthetic process	5/123	25/5800	0.000149480603798297	0.00193237653273799	0.00146762774638328	5	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0034976	Response to endoplasmic reticulum stress	13/123	89/5800	3.33898906804062e-08	1.61167408983908e-06	1.22405627076386e-06	13	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
KAR2	YJL034W	S000003571	ORF	2.78644808225332	0.171755974766289	0.242899628933097	381327	383375	1	2049	X	KARyogamy	GO:0030433	Ubiquitin-dependent erad pathway	6/123	54/5800	0.000904448472864001	0.00931975165516383	0.00707829239632696	6	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
PHO86	YJL117W	S000003653	ORF	2.23211131870409	0.0862777971831634	0.122015230908105	192531	193466	1	936	X	PHOsphate metabolism	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
PHO86	YJL117W	S000003653	ORF	2.23211131870409	0.0862777971831634	0.122015230908105	192531	193466	1	936	X	PHOsphate metabolism	GO:0006817	Phosphate ion transport	3/123	13/5800	0.00227870456621693	0.017421063941723	0.0132311878038402	3	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
PHO86	YJL117W	S000003653	ORF	2.23211131870409	0.0862777971831634	0.122015230908105	192531	193466	1	936	X	PHOsphate metabolism	GO:0051049	Regulation of transport	10/123	103/5800	5.68826385618422e-05	0.000940547814359763	0.000714340112171972	10	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
PHO86	YJL117W	S000003653	ORF	2.23211131870409	0.0862777971831634	0.122015230908105	192531	193466	1	936	X	PHOsphate metabolism	GO:0048193	Golgi vesicle transport	49/123	199/5800	2.90395436980774e-41	2.0647115569333e-38	1.56813535969618e-38	49	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0016050	Vesicle organization	16/123	117/5800	2.08699257634756e-09	1.34895611071192e-07	1.0245236283888e-07	16	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0006623	Protein targeting to vacuole	6/123	55/5800	0.000997838558464879	0.0101351887866933	0.00769761173672906	6	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0048193	Golgi vesicle transport	49/123	199/5800	2.90395436980774e-41	2.0647115569333e-38	1.56813535969618e-38	49	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0006886	Intracellular protein transport	25/123	439/5800	3.72079891991476e-06	7.34857786683165e-05	5.58119837987214e-05	25	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT52	YKR014C	S000001722	ORF	2.24482856728906	0.118492298852115	0.167573416073427	465367	466071	-1	705	XI	Yeast Protein Two	GO:0016482	Cytosolic transport	12/123	54/5800	7.78385178354966e-10	6.91789827262976e-08	5.25409995389602e-08	12	2178.7995108077	42	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0034497	Protein localization to phagophore assembly site	5/123	15/5800	1.00169388366321e-05	0.00018261650032937	0.000138696076199521	5	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:1905037	Autophagosome organization	6/123	35/5800	7.89566884394624e-05	0.00116954594750954	0.000888262744943952	6	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0048193	Golgi vesicle transport	49/123	199/5800	2.90395436980774e-41	2.0647115569333e-38	1.56813535969618e-38	49	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0000045	Autophagosome assembly	6/123	35/5800	7.89566884394624e-05	0.00116954594750954	0.000888262744943952	6	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0061919	Process utilizing autophagic mechanism	18/123	182/5800	3.71946275626513e-08	1.65283626231532e-06	1.25531868023948e-06	18	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0016482	Cytosolic transport	12/123	54/5800	7.78385178354966e-10	6.91789827262976e-08	5.25409995389602e-08	12	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
YPT6	YLR262C	S000004252	ORF	2.288578041431	0.17171848183174	0.242846605916564	668244	668891	-1	648	XII	Yeast Protein Two	GO:0006914	Autophagy	18/123	174/5800	1.83001014117973e-08	1.08428100864899e-06	8.23504563530881e-07	18	3770.59966553813	35	Hub-Bottleneck	HB	6	Cluster 6	Autophagy-coding genes	NA
ORM2	YLR350W	S000004342	ORF	4.12480433675711	0.184736763485867	0.261257236390624	828730	829380	1	651	XII		GO:0006986	Response to unfolded protein	8/123	35/5800	4.74371132959959e-07	1.34911150213812e-05	1.02464164719351e-05	8	2088.38534222971	35	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
ORM2	YLR350W	S000004342	ORF	4.12480433675711	0.184736763485867	0.261257236390624	828730	829380	1	651	XII		GO:0006629	Lipid metabolic process	20/123	344/5800	3.01651237451575e-05	0.000523107389824561	0.000397296751765489	20	2088.38534222971	35	Hub-Bottleneck	HB	6	Cluster 6	Proteostasis-coding genes	NA
DAP1	YPL170W	S000006091	ORF	2.24393007033903	0.154030624345568	0.217832197970298	228314	228772	1	459	XVI	DAmage resistance Protein	GO:0006629	Lipid metabolic process	20/123	344/5800	3.01651237451575e-05	0.000523107389824561	0.000397296751765489	20	2714.05990549378	31	Hub-Bottleneck	HB	6	Cluster 6	Lipid metabolism-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0007264	Small gtpase mediated signal transduction	10/123	73/5800	2.56188518281623e-06	5.35735401465394e-05	4.06887646682577e-05	10	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0016192	Vesicle-mediated transport	61/123	425/5800	1.18056908216357e-37	4.19692308709151e-35	3.18753652184165e-35	61	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0007154	Cell communication	20/123	466/5800	0.00171888323252042	0.0146041467298659	0.0110917570100247	20	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0044093	Positive regulation of molecular function	19/123	257/5800	1.51508063461414e-06	3.71455976279535e-05	2.82118462997115e-05	19	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0043547	Positive regulation of gtpase activity	16/123	105/5800	4.0153791697518e-10	5.70986917938706e-08	4.33660950333195e-08	16	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0032940	Secretion by cell	10/123	72/5800	2.25085823786565e-06	5.00112564725773e-05	3.79832327639828e-05	10	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0043087	Regulation of gtpase activity	16/123	109/5800	7.12741265998352e-10	6.91789827262976e-08	5.25409995389602e-08	16	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0023052	Signaling	19/123	343/5800	9.4237514093775e-05	0.00131378181413086	0.000997808972757618	19	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0046903	Secretion	10/123	72/5800	2.25085823786565e-06	5.00112564725773e-05	3.79832327639828e-05	10	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
SYT1	YPR095C	S000006299	ORF	2.64534240177266	0.0186625207726563	0.0263927899847601	721037	724717	-1	3681	XVI	Suppressor of ypt3	GO:0034976	Response to endoplasmic reticulum stress	13/123	89/5800	3.33898906804062e-08	1.61167408983908e-06	1.22405627076386e-06	13	37.3815225921656	7	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	Proteostasis-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:1901135	Carbohydrate derivative metabolic process	15/74	387/5800	8.44838968961065e-05	0.000358441387801928	0.000229664962436018	15	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:0019752	Carboxylic acid metabolic process	56/74	430/5800	3.58797765278051e-49	1.56794623426508e-46	1.00463374277854e-46	56	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:0019637	Organophosphate metabolic process	24/74	445/5800	4.48830050339936e-10	3.84585749016768e-09	2.46416498225847e-09	24	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:0055086	Nucleobase-containing small molecule metabolic process	26/74	300/5800	8.6830748591713e-16	1.80690653021803e-14	1.15774331455617e-14	26	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:0006637	Acyl-coa metabolic process	10/74	19/5800	5.14406564369505e-15	8.32576550479532e-14	5.33458659346153e-14	10	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
ACH1	YBL015W	S000000111	ORF	2.59521321006849	0.0665561661689824	0.0941246328557323	194122	195702	1	1581	II	Acetyl CoA Hydrolase	GO:0016999	Antibiotic metabolic process	28/74	62/5800	7.25400032022512e-39	7.92499534984595e-37	5.07780022415759e-37	28	380.966057710746	19	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0055114	Oxidation-reduction process	42/74	452/5800	4.07822288119858e-28	2.97030566513963e-26	1.90317067789267e-26	42	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0072524	Pyridine-containing compound metabolic process	14/74	100/5800	1.57917486873811e-11	1.53355426141901e-10	9.82597696103710e-11	14	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0006637	Acyl-coa metabolic process	10/74	19/5800	5.14406564369505e-15	8.32576550479532e-14	5.33458659346153e-14	10	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0019637	Organophosphate metabolic process	24/74	445/5800	4.48830050339936e-10	3.84585749016768e-09	2.46416498225847e-09	24	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0055086	Nucleobase-containing small molecule metabolic process	26/74	300/5800	8.6830748591713e-16	1.80690653021803e-14	1.15774331455617e-14	26	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0046700	Heterocycle catabolic process	9/74	233/5800	0.00264112653559322	0.00893353421778356	0.00572400361780182	9	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:1901361	Organic cyclic compound catabolic process	9/74	242/5800	0.0034084763396073	0.0112841224273363	0.00723010132643974	9	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0005975	Carbohydrate metabolic process	15/74	294/5800	3.16970910157436e-06	1.6490034254619e-05	1.05656970052479e-05	15	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0019752	Carboxylic acid metabolic process	56/74	430/5800	3.58797765278051e-49	1.56794623426508e-46	1.00463374277854e-46	56	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:0044283	Small molecule biosynthetic process	35/74	391/5800	3.26793167114447e-22	1.19007178357511e-20	7.62517389933709e-21	35	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
PDB1	YBR221C	S000000425	ORF	2.96202720346252	0.0998538090965029	0.141214611078888	665153	666253	-1	1101	II	Pyruvate Dehydrogenase Beta subunit	GO:1901135	Carbohydrate derivative metabolic process	15/74	387/5800	8.44838968961065e-05	0.000358441387801928	0.000229664962436018	15	5817.26976609787	46	Hub-Bottleneck	HB	9	Cluster 9	Lipid metabolism-coding genes	NA
MDH3	YDL078C	S000002236	ORF	3.13979842923902	0.0256158617978401	0.0362262991663804	315357	316388	-1	1032	IV	Malate DeHydrogenase	GO:0015980	Energy derivation by oxidation of organic compounds	18/74	163/5800	8.73181977761336e-13	1.03129871427488e-11	6.60786361549119e-12	18	796.892438651616	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	Lipid metabolism-coding genes	NA
